longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.08,33.84,31.0,2377.0,600.0,2042.0,593.0,3.625,176834.0,<1H OCEAN
-121.27,38.72,6.0,4664.0,644.0,2105.0,663.0,6.0804,201856.0,INLAND
-118.35,33.93,34.0,617.0,189.0,810.0,180.0,1.9766,159214.0,<1H OCEAN
-122.34,37.52,34.0,3559.0,560.0,1747.0,550.0,6.6959,415293.05,NEAR OCEAN
-121.76,37.3,6.0,3526.0,559.0,1378.0,491.0,6.1463,330102.03,<1H OCEAN
-117.65,34.03,15.0,4420.0,903.0,2373.0,858.0,3.449,147459.0,INLAND
-118.48,34.01,31.0,2851.0,804.0,1410.0,782.0,4.0893,395590.04,<1H OCEAN
-118.13,34.06,17.0,1714.0,572.0,1590.0,568.0,1.1875,189148.03,<1H OCEAN
-121.53,39.53,35.0,1806.0,293.0,683.0,295.0,4.5156,147153.0,INLAND
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,395397.02,NEAR BAY
-118.11,33.84,37.0,1588.0,272.0,692.0,245.0,4.8594,221348.0,<1H OCEAN
-118.44,34.27,36.0,1111.0,275.0,1333.0,266.0,3.5347,153874.0,<1H OCEAN
-120.91,40.08,24.0,1629.0,313.0,641.0,274.0,2.2067,75328.0,INLAND
-117.75,33.84,16.0,3491.0,502.0,1496.0,509.0,6.6207,278028.01,<1H OCEAN
-118.11,33.96,29.0,2784.0,582.0,1278.0,550.0,4.3882,248793.0,<1H OCEAN
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,376476.02,NEAR BAY
-122.33,39.1,10.0,266.0,62.0,154.0,49.0,2.25,95012.0,INLAND
-122.07,37.63,24.0,2329.0,465.0,1401.0,453.0,4.5913,189914.0,NEAR BAY
-121.12,39.2,9.0,1431.0,254.0,681.0,221.0,3.045,138410.0,INLAND
-118.2,33.94,42.0,618.0,163.0,680.0,179.0,3.3472,132276.0,<1H OCEAN
-118.17,34.06,44.0,1856.0,461.0,1853.0,452.0,2.5033,142620.0,<1H OCEAN
-122.14,40.07,31.0,2053.0,465.0,1193.0,447.0,1.4923,49582.0,INLAND
-118.16,34.03,45.0,894.0,231.0,925.0,222.0,2.6042,145865.0,<1H OCEAN
-117.94,33.66,16.0,2095.0,450.0,963.0,411.0,5.5,239119.0,<1H OCEAN
-120.21,39.35,7.0,914.0,159.0,85.0,34.0,4.7917,182931.0,INLAND
-118.24,34.15,19.0,4852.0,1465.0,3171.0,1332.0,2.5924,221103.0,<1H OCEAN
-117.41,34.0,26.0,2372.0,621.0,1647.0,612.0,1.4719,98977.0,INLAND
-118.12,33.91,35.0,620.0,122.0,381.0,124.0,3.7917,195072.0,<1H OCEAN
-118.75,34.27,25.0,3371.0,502.0,1717.0,506.0,6.1253,239244.0,<1H OCEAN
-116.87,34.24,15.0,4419.0,822.0,622.0,267.0,3.9688,170270.0,INLAND
-120.95,37.67,15.0,3062.0,584.0,1624.0,538.0,4.3864,140381.0,INLAND
-122.01,36.98,47.0,1250.0,249.0,607.0,234.0,4.0417,260030.0,NEAR OCEAN
-118.99,35.32,26.0,875.0,199.0,567.0,204.0,0.9288,42759.0,INLAND
-121.37,38.55,21.0,2713.0,432.0,1287.0,440.0,4.5815,130517.0,INLAND
-116.97,32.78,37.0,1255.0,238.0,671.0,278.0,3.7019,145589.0,<1H OCEAN
-121.94,36.55,30.0,2722.0,584.0,628.0,384.0,3.4048,451414.02,NEAR OCEAN
-121.85,37.3,19.0,6275.0,1546.0,4312.0,1466.0,2.7768,174923.0,<1H OCEAN
-117.31,34.03,24.0,1966.0,299.0,786.0,302.0,5.0318,142231.0,INLAND
-117.88,33.93,17.0,6100.0,861.0,2771.0,866.0,7.6486,332390.02,<1H OCEAN
-118.25,33.89,36.0,406.0,71.0,268.0,77.0,3.9,124481.0,<1H OCEAN
-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,1.5313,114542.01,<1H OCEAN
-116.89,32.99,14.0,2816.0,501.0,1448.0,452.0,5.0278,202591.0,<1H OCEAN
-121.91,37.69,18.0,2876.0,423.0,1395.0,427.0,6.3132,267104.01,<1H OCEAN
-117.1,33.07,16.0,2402.0,336.0,1080.0,365.0,8.6803,359745.0,<1H OCEAN
-119.15,34.83,6.0,8733.0,1600.0,2006.0,736.0,4.5724,151534.0,INLAND
-120.78,38.72,19.0,4414.0,767.0,1865.0,699.0,3.6406,153327.0,INLAND
-117.33,34.41,13.0,3684.0,604.0,1767.0,585.0,3.7478,115636.0,INLAND
-118.9,34.18,20.0,1288.0,179.0,539.0,181.0,5.8652,293429.0,<1H OCEAN
-119.27,34.17,15.0,11403.0,2131.0,3327.0,1585.0,4.3693,402132.07,NEAR OCEAN
-118.4,33.9,34.0,2674.0,435.0,1087.0,431.0,7.3151,471538.08,<1H OCEAN
-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,2.9943,184527.0,NEAR OCEAN
-117.88,33.71,20.0,1738.0,509.0,1403.0,411.0,3.1742,218051.0,<1H OCEAN
-121.26,37.98,32.0,3274.0,820.0,2050.0,738.0,2.1265,63704.0,INLAND
-119.23,35.77,26.0,2636.0,468.0,1416.0,485.0,4.1917,94880.0,INLAND
-117.87,33.89,19.0,1674.0,243.0,786.0,234.0,6.4218,274284.0,<1H OCEAN
-121.15,38.68,6.0,9798.0,1551.0,4583.0,1494.0,5.0159,185722.0,INLAND
-121.95,37.33,31.0,1866.0,465.0,821.0,447.0,2.3547,218045.0,<1H OCEAN
-117.26,33.06,11.0,2660.0,352.0,1226.0,366.0,7.6832,335049.01,NEAR OCEAN
-122.04,37.55,23.0,3170.0,532.0,1446.0,515.0,4.4357,270999.0,NEAR BAY
-118.44,35.13,21.0,1899.0,447.0,1133.0,391.0,1.8636,69464.0,INLAND
-118.42,34.23,34.0,1550.0,279.0,1011.0,288.0,4.5375,188592.0,<1H OCEAN
-122.23,38.09,26.0,4397.0,997.0,2539.0,965.0,2.4875,111270.0,NEAR BAY
-122.41,37.74,48.0,409.0,86.0,148.0,70.0,3.6687,299834.0,NEAR BAY
-118.24,34.11,39.0,1148.0,348.0,1161.0,333.0,2.2167,177573.0,<1H OCEAN
-119.9,36.94,11.0,2513.0,408.0,1360.0,415.0,4.277,105067.0,INLAND
-118.29,33.89,35.0,2810.0,614.0,1578.0,601.0,3.59,200642.0,<1H OCEAN
-119.79,36.77,30.0,1610.0,410.0,1000.0,397.0,2.0357,62663.0,INLAND
-121.48,38.55,52.0,2216.0,333.0,714.0,327.0,4.8603,199322.0,INLAND
-117.98,33.84,33.0,2291.0,439.0,1187.0,405.0,3.9539,194876.0,<1H OCEAN
-121.91,37.47,13.0,5377.0,744.0,2759.0,760.0,6.868,336947.0,<1H OCEAN
-118.37,34.09,31.0,6348.0,1827.0,2559.0,1755.0,3.2818,261650.06,<1H OCEAN
-118.29,34.07,19.0,3013.0,1118.0,2465.0,1008.0,2.5386,269449.0,<1H OCEAN
-116.93,33.75,14.0,6027.0,1148.0,3136.0,1036.0,2.964,121689.0,INLAND
-122.29,37.54,43.0,2268.0,438.0,1151.0,449.0,4.9091,336708.04,NEAR OCEAN
-117.59,33.88,13.0,3239.0,849.0,2751.0,813.0,2.6111,115082.0,INLAND
-118.38,34.03,44.0,1913.0,441.0,1295.0,432.0,3.9537,290664.09,<1H OCEAN
-121.22,37.95,30.0,1055.0,211.0,629.0,170.0,2.8676,83981.0,INLAND
-117.03,34.07,16.0,3784.0,577.0,1615.0,525.0,4.2333,195761.0,INLAND
-117.11,32.75,20.0,1667.0,469.0,1292.0,445.0,2.0893,103241.0,NEAR OCEAN
-122.5,37.88,28.0,5448.0,1089.0,2100.0,1023.0,4.7475,458390.11,NEAR BAY
-116.47,34.07,22.0,5473.0,1234.0,2581.0,1098.0,1.9375,87084.0,INLAND
-117.08,33.13,17.0,8466.0,2628.0,7014.0,2267.0,2.1437,118943.0,<1H OCEAN
-121.65,36.66,30.0,3745.0,767.0,1762.0,748.0,3.2355,206044.0,<1H OCEAN
-118.02,33.91,35.0,2182.0,390.0,1248.0,399.0,5.4236,223125.0,<1H OCEAN
-118.03,33.83,34.0,3203.0,653.0,2072.0,691.0,4.225,200767.0,<1H OCEAN
-118.01,34.11,32.0,1978.0,536.0,826.0,470.0,2.5114,193625.0,INLAND
-122.43,37.77,52.0,1862.0,472.0,872.0,471.0,3.2981,299437.1,NEAR BAY
-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,4.6477,272044.0,INLAND
-123.08,40.4,10.0,365.0,102.0,140.0,49.0,1.7969,53487.95,INLAND
-122.41,37.76,52.0,2605.0,678.0,2071.0,611.0,3.2964,273982.02,NEAR BAY
-121.29,38.9,45.0,2019.0,394.0,1104.0,407.0,3.1691,114079.0,INLAND
-118.97,35.36,31.0,1418.0,306.0,1219.0,312.0,1.5743,47757.0,INLAND
-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4.6336,199061.01,<1H OCEAN
-121.68,39.29,29.0,1860.0,400.0,1137.0,365.0,1.5281,60562.0,INLAND
-118.36,33.84,35.0,1577.0,279.0,743.0,274.0,5.7654,325557.01,<1H OCEAN
-117.9,34.1,31.0,3007.0,653.0,1766.0,616.0,3.7083,178021.0,<1H OCEAN
-118.41,34.03,33.0,1730.0,386.0,994.0,363.0,3.7277,452699.72,<1H OCEAN
-117.98,33.86,25.0,1025.0,266.0,726.0,183.0,3.875,156044.0,<1H OCEAN
-121.07,39.2,45.0,204.0,62.0,133.0,51.0,1.0,98617.0,INLAND
-119.05,35.44,5.0,2133.0,487.0,1182.0,438.0,3.0268,77637.0,INLAND
-118.42,34.25,37.0,1545.0,341.0,1909.0,352.0,3.6791,152122.0,<1H OCEAN
-121.33,37.97,38.0,3166.0,575.0,1351.0,561.0,3.5404,98047.0,INLAND
-117.21,33.61,7.0,7722.0,1324.0,2975.0,1161.0,3.6273,159075.0,<1H OCEAN
-118.3,33.91,30.0,1842.0,476.0,1491.0,420.0,3.0147,161143.0,<1H OCEAN
-117.33,34.07,32.0,2086.0,458.0,1355.0,412.0,2.5238,91286.0,INLAND
-118.14,34.16,38.0,1843.0,565.0,1449.0,524.0,2.2174,195302.0,<1H OCEAN
-122.24,40.16,19.0,2500.0,509.0,1293.0,494.0,2.035,60425.0,INLAND
-117.96,33.83,30.0,2838.0,649.0,1758.0,593.0,3.3831,197018.0,<1H OCEAN
-117.13,32.76,41.0,1545.0,420.0,747.0,415.0,2.375,159541.0,NEAR OCEAN
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,164366.0,NEAR BAY
-121.32,38.03,25.0,2474.0,513.0,1947.0,524.0,2.5742,99486.0,INLAND
-116.89,34.27,13.0,3661.0,770.0,567.0,228.0,4.4063,162590.0,INLAND
-118.29,34.0,52.0,2579.0,494.0,1558.0,458.0,2.0809,111820.0,<1H OCEAN
-122.48,38.3,17.0,2703.0,550.0,1241.0,515.0,2.652,177925.0,<1H OCEAN
-116.24,33.73,14.0,2774.0,566.0,1530.0,505.0,3.0682,116796.0,INLAND
-118.44,34.26,28.0,1077.0,288.0,1377.0,293.0,3.9167,158096.0,<1H OCEAN
-118.33,33.88,30.0,1856.0,444.0,899.0,435.0,3.1505,261430.0,<1H OCEAN
-118.09,33.85,19.0,8120.0,1371.0,5026.0,1345.0,6.3093,292420.03,<1H OCEAN
-121.63,37.1,14.0,5034.0,797.0,2124.0,790.0,4.9028,305503.0,<1H OCEAN
-118.34,33.98,47.0,2649.0,684.0,2374.0,607.0,2.3882,139851.0,<1H OCEAN
-118.17,34.12,30.0,3376.0,720.0,1990.0,725.0,3.7813,244952.0,<1H OCEAN
-122.48,37.78,52.0,2666.0,515.0,1362.0,494.0,4.218,378763.04,NEAR BAY
-121.48,38.5,23.0,2679.0,792.0,1740.0,659.0,1.3679,77185.0,INLAND
-118.2,33.99,33.0,1134.0,375.0,1615.0,354.0,2.1468,146269.0,<1H OCEAN
-118.19,33.99,37.0,2073.0,614.0,2544.0,598.0,2.9054,161277.0,<1H OCEAN
-118.32,33.34,52.0,996.0,264.0,341.0,160.0,2.7361,299466.05,ISLAND
-117.14,33.18,11.0,5546.0,974.0,2300.0,970.0,3.7109,196613.0,<1H OCEAN
-121.79,38.68,24.0,3794.0,848.0,2225.0,864.0,2.8068,100080.0,INLAND
-120.6,37.36,27.0,2521.0,484.0,1307.0,456.0,3.0911,94013.0,INLAND
-118.11,34.06,30.0,1547.0,436.0,1700.0,410.0,2.5488,176033.0,<1H OCEAN
-120.69,35.26,20.0,1248.0,231.0,722.0,225.0,4.625,231938.01,NEAR OCEAN
-116.22,33.72,28.0,826.0,258.0,979.0,245.0,1.7172,60002.0,INLAND
-118.18,33.85,30.0,2548.0,717.0,2086.0,700.0,0.7007,136818.0,<1H OCEAN
-122.08,37.71,35.0,2211.0,350.0,1004.0,365.0,5.4639,248590.0,NEAR BAY
-117.99,33.77,15.0,2081.0,531.0,1617.0,561.0,3.4955,165744.0,<1H OCEAN
-121.31,38.66,27.0,1713.0,282.0,761.0,295.0,5.2081,144190.0,INLAND
-118.16,33.91,35.0,1403.0,338.0,1415.0,367.0,3.0967,149969.0,<1H OCEAN
-117.01,32.79,33.0,4015.0,663.0,1864.0,664.0,4.3152,163213.0,<1H OCEAN
-118.05,33.98,41.0,1694.0,413.0,1222.0,387.0,2.8311,161929.0,<1H OCEAN
-122.33,37.95,46.0,1543.0,339.0,777.0,322.0,4.0927,153010.01,NEAR BAY
-121.3,38.14,17.0,3507.0,696.0,1867.0,709.0,3.2123,116014.0,INLAND
-117.92,34.11,24.0,2838.0,695.0,2151.0,645.0,3.2202,139990.0,<1H OCEAN
-118.14,33.86,44.0,1436.0,257.0,745.0,233.0,4.625,216283.0,<1H OCEAN
-121.3,38.61,25.0,2707.0,464.0,1423.0,490.0,4.3235,128350.0,INLAND
-118.45,34.27,33.0,1194.0,229.0,839.0,230.0,3.705,182749.0,<1H OCEAN
-121.97,37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,368870.03,<1H OCEAN
-121.33,37.98,10.0,1564.0,397.0,643.0,347.0,2.7031,138858.0,INLAND
-122.81,40.93,16.0,2050.0,471.0,588.0,195.0,2.7083,87955.0,INLAND
-119.71,34.42,39.0,1172.0,322.0,606.0,316.0,2.16,255649.0,<1H OCEAN
-118.11,33.78,16.0,3985.0,567.0,1327.0,564.0,7.9767,471681.74,<1H OCEAN
-117.38,34.09,8.0,3955.0,815.0,2184.0,725.0,3.3438,120430.0,INLAND
-121.28,37.98,52.0,941.0,184.0,414.0,171.0,2.1429,82187.0,INLAND
-117.82,33.73,23.0,2542.0,772.0,1720.0,675.0,3.8703,160529.0,<1H OCEAN
-122.5,37.74,42.0,1667.0,395.0,1041.0,387.0,3.9583,272874.0,NEAR OCEAN
-117.04,34.03,29.0,3375.0,795.0,1760.0,699.0,2.7028,95834.0,INLAND
-118.08,33.82,30.0,2636.0,652.0,3412.0,649.0,2.8095,134624.0,<1H OCEAN
-118.86,34.16,16.0,1509.0,216.0,578.0,235.0,10.2614,427999.15,<1H OCEAN
-117.34,34.39,8.0,3579.0,672.0,2216.0,630.0,3.4038,107797.0,INLAND
-122.45,37.77,52.0,2645.0,626.0,1275.0,553.0,3.35,402541.16,NEAR BAY
-117.37,34.13,17.0,2681.0,470.0,1621.0,459.0,3.875,121044.0,INLAND
-117.42,33.94,26.0,2420.0,532.0,1383.0,469.0,3.5403,116986.0,INLAND
-119.81,36.78,52.0,2281.0,371.0,839.0,367.0,3.5972,89026.0,INLAND
-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,442616.44,<1H OCEAN
-122.1,37.36,32.0,1433.0,199.0,498.0,201.0,9.3586,498330.9,NEAR BAY
-122.05,37.11,39.0,1065.0,248.0,497.0,208.0,4.5972,193756.02,NEAR OCEAN
-117.06,32.68,41.0,2665.0,515.0,1664.0,512.0,2.375,113384.0,NEAR OCEAN
-118.41,34.0,46.0,105.0,20.0,69.0,19.0,3.9643,272201.0,<1H OCEAN
-117.09,32.72,39.0,1273.0,246.0,770.0,242.0,2.0938,109966.0,NEAR OCEAN
-116.91,32.87,14.0,3048.0,597.0,1690.0,576.0,4.3818,156454.0,<1H OCEAN
-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,191905.0,<1H OCEAN
-121.19,38.85,8.0,4114.0,710.0,2268.0,716.0,4.4085,155343.0,INLAND
-119.18,34.18,31.0,2636.0,638.0,2695.0,614.0,3.2196,187420.0,NEAR OCEAN
-119.05,35.42,41.0,1992.0,421.0,1006.0,419.0,2.8393,65917.0,INLAND
-118.01,33.88,19.0,1434.0,391.0,1088.0,341.0,3.369,179615.0,<1H OCEAN
-122.26,38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,287652.0,NEAR BAY
-115.56,32.78,29.0,1568.0,283.0,848.0,245.0,3.1597,74865.0,INLAND
-117.62,33.64,2.0,7826.0,893.0,2985.0,790.0,10.1531,467020.06,<1H OCEAN
-118.14,34.02,40.0,1912.0,502.0,2077.0,500.0,2.6,175394.0,<1H OCEAN
-117.94,33.81,33.0,1891.0,334.0,932.0,343.0,4.2759,229780.0,<1H OCEAN
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,138556.0,NEAR OCEAN
-121.32,38.74,14.0,1449.0,228.0,670.0,232.0,4.3897,180092.0,INLAND
-117.19,32.82,35.0,2197.0,353.0,945.0,357.0,4.9219,217743.01,NEAR OCEAN
-121.85,39.74,41.0,2901.0,689.0,1426.0,632.0,1.5633,64231.0,INLAND
-117.06,32.58,13.0,3435.0,708.0,1761.0,699.0,3.4792,120364.0,NEAR OCEAN
-119.28,36.33,10.0,1051.0,297.0,927.0,274.0,0.78,64790.0,INLAND
-121.97,37.29,29.0,2721.0,682.0,1602.0,646.0,3.337,259787.0,<1H OCEAN
-117.24,32.73,37.0,2260.0,354.0,809.0,351.0,5.9113,400257.15,NEAR OCEAN
-117.19,32.69,35.0,2921.0,438.0,1042.0,415.0,6.3612,461159.02,NEAR OCEAN
-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5.5797,274777.01,NEAR BAY
-119.61,36.59,10.0,2842.0,620.0,1443.0,576.0,2.2727,86837.0,INLAND
-119.74,34.41,30.0,2365.0,417.0,1053.0,409.0,5.5959,348232.07,NEAR OCEAN
-120.51,36.55,20.0,1193.0,263.0,1274.0,241.0,1.9417,51116.99,INLAND
-121.47,38.54,47.0,2085.0,464.0,1346.0,402.0,1.2679,69828.0,INLAND
-122.26,38.15,16.0,3921.0,727.0,2830.0,680.0,4.5053,142538.0,NEAR BAY
-121.51,38.57,36.0,613.0,166.0,425.0,147.0,2.2031,96097.0,INLAND
-117.04,32.55,15.0,2206.0,648.0,2511.0,648.0,1.6348,123033.0,NEAR OCEAN
-114.66,32.74,17.0,1388.0,386.0,775.0,320.0,1.2049,49227.0,INLAND
-119.73,36.8,24.0,1316.0,249.0,781.0,260.0,3.7578,77393.0,INLAND
-119.25,34.21,12.0,15201.0,2418.0,7132.0,2251.0,5.6756,307744.01,NEAR OCEAN
-118.38,34.04,31.0,2846.0,727.0,2120.0,672.0,2.7226,246473.01,<1H OCEAN
-122.29,37.98,27.0,2133.0,347.0,850.0,350.0,5.1046,219561.01,NEAR BAY
-117.95,34.14,13.0,3859.0,710.0,2283.0,759.0,4.5594,192902.0,INLAND
-121.38,38.67,38.0,1001.0,228.0,597.0,226.0,2.2788,80535.0,INLAND
-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,339720.01,<1H OCEAN
-119.69,36.75,13.0,2343.0,409.0,1347.0,405.0,4.0027,93790.0,INLAND
-117.66,34.02,12.0,5616.0,871.0,3019.0,782.0,5.5425,198960.0,INLAND
-119.63,36.7,42.0,1338.0,215.0,617.0,222.0,3.0833,112179.0,INLAND
-116.97,32.76,26.0,2460.0,313.0,838.0,299.0,5.9878,269087.0,<1H OCEAN
-121.71,36.78,19.0,2371.0,324.0,944.0,332.0,5.9175,257237.0,<1H OCEAN
-117.59,34.1,17.0,3646.0,1035.0,1987.0,895.0,2.3603,133720.0,INLAND
-121.46,38.55,40.0,2077.0,435.0,1454.0,385.0,2.0074,73702.0,INLAND
-120.33,38.0,14.0,1944.0,330.0,822.0,314.0,3.5,152987.0,INLAND
-118.28,34.0,42.0,1534.0,417.0,1295.0,380.0,2.0938,115515.0,<1H OCEAN
-118.36,33.96,37.0,2146.0,573.0,2009.0,592.0,3.6583,184932.0,<1H OCEAN
-118.41,33.94,45.0,2038.0,394.0,1086.0,387.0,4.7375,307243.0,<1H OCEAN
-121.4,38.57,25.0,2022.0,295.0,639.0,278.0,5.8416,269434.0,INLAND
-121.02,37.66,36.0,3495.0,641.0,1688.0,684.0,3.1568,115882.0,INLAND
-121.0,37.69,18.0,3469.0,661.0,1452.0,628.0,3.4079,144054.0,INLAND
-122.39,40.64,13.0,3604.0,704.0,1598.0,670.0,2.4141,86164.0,INLAND
-118.22,33.84,38.0,1928.0,429.0,1358.0,399.0,4.0687,174053.0,<1H OCEAN
-121.03,37.62,46.0,2331.0,508.0,1210.0,484.0,2.5313,86282.0,INLAND
-122.07,37.37,30.0,2937.0,407.0,1097.0,407.0,7.9813,475859.2,NEAR BAY
-117.99,33.97,18.0,4078.0,484.0,1490.0,482.0,10.8034,494291.94,<1H OCEAN
-120.91,38.11,9.0,3585.0,680.0,1800.0,598.0,3.636,133559.0,INLAND
-119.43,36.55,27.0,1621.0,323.0,882.0,324.0,2.75,79609.0,INLAND
-122.04,37.39,5.0,8745.0,2211.0,3959.0,2019.0,4.7685,286408.02,<1H OCEAN
-120.67,35.63,8.0,2690.0,410.0,1085.0,381.0,4.2841,246207.0,<1H OCEAN
-117.95,33.72,21.0,3107.0,483.0,1688.0,503.0,5.9582,280382.0,<1H OCEAN
-117.1,33.15,5.0,3159.0,685.0,1398.0,581.0,3.1467,169014.0,<1H OCEAN
-117.64,34.03,11.0,2050.0,382.0,1044.0,371.0,4.8281,150232.0,INLAND
-122.6,38.93,16.0,1657.0,390.0,572.0,301.0,1.4767,67993.0,INLAND
-122.11,37.41,35.0,2712.0,428.0,1084.0,425.0,7.1382,446977.14,NEAR BAY
-117.29,34.57,22.0,1054.0,239.0,428.0,239.0,1.2548,66928.0,INLAND
-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,272150.0,<1H OCEAN
-120.86,37.77,45.0,621.0,129.0,257.0,124.0,1.7188,100208.0,INLAND
-122.22,37.46,13.0,2888.0,546.0,1182.0,504.0,6.0255,411453.12,NEAR OCEAN
-118.02,34.08,29.0,2741.0,667.0,2449.0,677.0,3.6944,238926.0,INLAND
-118.35,33.95,28.0,4770.0,1328.0,3201.0,1196.0,2.681,154187.0,<1H OCEAN
-117.22,32.74,41.0,2621.0,542.0,1074.0,471.0,2.4016,270580.0,NEAR OCEAN
-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2.32,119668.0,NEAR OCEAN
-121.76,38.41,19.0,686.0,107.0,348.0,109.0,3.9306,121308.0,INLAND
-118.48,34.31,31.0,1091.0,256.0,892.0,238.0,3.0,172542.0,<1H OCEAN
-122.24,37.47,35.0,2283.0,491.0,1148.0,436.0,4.5556,354375.04,NEAR OCEAN
-117.01,32.77,24.0,2311.0,536.0,1005.0,525.0,2.9,179142.0,<1H OCEAN
-121.61,39.14,44.0,2035.0,476.0,1030.0,453.0,1.4661,65393.0,INLAND
-121.68,39.13,17.0,1969.0,297.0,717.0,268.0,3.4698,158499.0,INLAND
-118.05,34.08,30.0,1572.0,427.0,1857.0,428.0,2.4914,163552.0,<1H OCEAN
-118.19,33.85,30.0,3533.0,1061.0,2678.0,1033.0,2.2417,158010.0,NEAR OCEAN
-121.57,39.16,18.0,1632.0,367.0,769.0,330.0,3.1029,85908.0,INLAND
-117.58,34.0,2.0,7544.0,1516.0,2801.0,1001.0,4.0037,215531.0,INLAND
-118.38,33.99,21.0,11308.0,3039.0,5127.0,2839.0,4.6277,259801.0,<1H OCEAN
-118.37,34.03,39.0,213.0,44.0,138.0,52.0,2.125,199320.0,<1H OCEAN
-121.38,36.85,13.0,4115.0,782.0,2903.0,747.0,3.7316,220471.0,INLAND
-119.72,36.73,9.0,1914.0,491.0,1116.0,424.0,1.4646,65537.0,INLAND
-118.14,34.14,17.0,3404.0,1011.0,1694.0,949.0,2.9511,242222.0,<1H OCEAN
-121.69,36.8,19.0,2164.0,410.0,1309.0,426.0,3.338,187945.0,<1H OCEAN
-117.11,32.72,25.0,1491.0,348.0,1183.0,316.0,1.9583,96532.0,NEAR OCEAN
-120.61,37.03,34.0,1841.0,354.0,1019.0,356.0,1.7841,74377.0,INLAND
-121.38,38.64,19.0,4563.0,1069.0,2256.0,926.0,2.1472,111743.0,INLAND
-121.78,38.68,43.0,3766.0,847.0,1855.0,817.0,2.3468,119381.0,INLAND
-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118,217553.01,<1H OCEAN
-117.68,33.63,13.0,5830.0,921.0,2897.0,891.0,6.2403,263668.0,<1H OCEAN
-122.12,37.44,33.0,1509.0,303.0,748.0,268.0,4.875,299883.2,NEAR BAY
-118.24,33.78,24.0,574.0,173.0,784.0,162.0,2.25,151784.0,NEAR OCEAN
-118.12,34.08,52.0,1437.0,290.0,980.0,282.0,5.3032,280736.01,<1H OCEAN
-119.77,35.65,21.0,2403.0,483.0,1647.0,415.0,2.6066,74052.0,INLAND
-117.1,32.72,5.0,1615.0,387.0,1094.0,394.0,2.2024,139497.01,NEAR OCEAN
-121.86,37.41,16.0,1603.0,287.0,1080.0,296.0,6.1256,269231.0,<1H OCEAN
-118.37,33.85,25.0,5622.0,998.0,2537.0,1009.0,5.785,335581.03,<1H OCEAN
-118.76,34.26,26.0,1929.0,293.0,1067.0,320.0,5.4038,232432.0,<1H OCEAN
-118.44,34.06,9.0,5102.0,1695.0,2609.0,1450.0,3.2545,423776.64,<1H OCEAN
-121.88,36.49,28.0,2830.0,458.0,898.0,370.0,5.8142,439842.6,NEAR OCEAN
-118.54,34.23,35.0,3422.0,601.0,1690.0,574.0,4.375,228667.0,<1H OCEAN
-122.47,37.72,49.0,1690.0,307.0,770.0,294.0,4.5913,263512.01,NEAR OCEAN
-117.27,33.18,4.0,3371.0,773.0,1481.0,627.0,2.9133,194474.0,NEAR OCEAN
-121.85,37.4,23.0,1793.0,319.0,1145.0,310.0,5.5968,247679.0,<1H OCEAN
-118.01,33.91,32.0,2722.0,571.0,2541.0,462.0,4.2305,209604.0,<1H OCEAN
-122.69,39.04,9.0,254.0,50.0,66.0,29.0,2.7639,111309.0,INLAND
-122.01,36.91,19.0,691.0,191.0,324.0,167.0,3.1312,322705.0,NEAR OCEAN
-117.27,32.83,39.0,1877.0,426.0,805.0,409.0,3.875,390613.06,NEAR OCEAN
-118.18,33.88,47.0,882.0,185.0,536.0,174.0,4.625,180266.0,<1H OCEAN
-117.28,32.77,38.0,1267.0,340.0,442.0,250.0,4.3403,379391.22,NEAR OCEAN
-119.34,34.39,27.0,669.0,131.0,314.0,106.0,2.4659,220044.02,NEAR OCEAN
-119.65,36.34,47.0,1869.0,357.0,832.0,315.0,3.0846,80266.0,INLAND
-118.42,34.0,31.0,1930.0,456.0,1002.0,410.0,3.9798,423016.05,<1H OCEAN
-117.74,33.89,4.0,37937.0,5471.0,16122.0,5189.0,7.4947,356851.02,<1H OCEAN
-118.34,34.0,49.0,2465.0,372.0,1018.0,359.0,4.0,195063.0,<1H OCEAN
-119.28,35.5,28.0,3107.0,782.0,3260.0,738.0,1.6944,57544.0,INLAND
-117.37,33.97,40.0,1166.0,250.0,976.0,244.0,1.95,87536.0,INLAND
